FileName,difficulty,diff,JPName,ENName,Vintage,SongName,Artist,Difficulty,Length,easy,med,hard,very hard,Genres,Tags
Koroshi Ai - Midnight Dancer by Toshiki Masuda,hard,hard,Koroshi Ai,Love of Kill,Winter 2022,Midnight Dancer,Toshiki Masuda,28,"88,344",,,,,Action; Psychological; Romance,Assassins; Heterosexual; Primarily Adult Cast; Urban; Josei; Amnesia; Adoption
Kumichou Musume to Sewagakari - Mirai no Hero-tachi e by Sho Takeyaki,hard,hard,Kumichou Musume to Sewagakari,The Yakuza's Guide to Babysitting,Summer 2022,Mirai no Hero-tachi e,Sho Takeyaki,28,"90,048",,,,,Comedy; Slice of Life,Family Life; Yakuza; Josei; Found Family; Female Protagonist; Male Protagonist; Parenthood
Lostorage Conflated WIXOSS - UNLOCK by Yuka Iguchi,hard,hard,Lostorage Conflated WIXOSS,Lostorage Conflated WIXOSS,Spring 2018,UNLOCK,Yuka Iguchi,28,"88,992",,,,,Psychological,Card Battle; Ensemble Cast
Lv1 Maou to One Room Yuusha - One Room Adventure by MADKID,hard,hard,Lv1 Maou to One Room Yuusha,Level 1 Demon Lord and One Room Hero,Summer 2023,One Room Adventure,MADKID,28,"86,736",,,,,Action; Adventure; Comedy; Ecchi; Fantasy,Primarily Adult Cast; Male Protagonist
Maria†Holic Alive - Run Run Riru Ran Ran Rara (Matsurika Version) by Marina Inoue,hard,hard,Maria†Holic Alive,Maria†Holic Alive,Spring 2011,Run Run Riru Ran Ran Rara (Matsurika Version),Marina Inoue,28,"89,04",,,,,Comedy,Parody; Yuri; Crossdressing; School; Femboy; Maids; Boarding School
Medaka Box Abnormal - Want to be winner! by Megumi Ogata,hard,hard,Medaka Box Abnormal,Medaka Box Abnormal,Fall 2012,Want to be winner!,Megumi Ogata,28,"44,904",,,,,Action; Comedy,School; Super Power; Conspiracy
Meitantei Conan - Ai wa Kurayami no Naka de by ZARD,hard,hard,Meitantei Conan,Detective Conan,Winter 1996,Ai wa Kurayami no Naka de,ZARD,28,"112,368",,,,,Adventure; Comedy; Mystery; Psychological,Detective; Tragedy; Crime; Espionage; Age Regression; Conspiracy; Police; Male Protagonist; Fugitive; Ensemble Cast; Episodic; Criminal Organization; Primarily Teen Cast; Heterosexual
"Meitantei Conan Hannin no Hanzawa-san - Tsukamaete, Konya. by Leon Niihama",hard,hard,Meitantei Conan: Hannin no Hanzawa-san,Detective Conan: The Culprit Hanzawa,Fall 2022,"Tsukamaete, Konya.",Leon Niihama,28,"89,16",,,,,Comedy; Mystery,Surreal Comedy; Crime; Parody; Urban
Monogatari Series Off  Monster Season - Banshi no Theme by mito (clammbon),hard,hard,Monogatari Series: Off & Monster Season,Monogatari Series: Off & Monster Season,Summer 2024,Banshi no Theme,mito (clammbon),28,"59,694",,,,,Drama; Mystery; Supernatural,Philosophy; Urban Fantasy; Youkai; Primarily Female Cast; Vampire; Female Protagonist; Medieval; Urban; Meta; Suicide
Muv-Luv Alternative Total Eclipse - Go to the top by Kumi Koda,hard,hard,Muv-Luv Alternative: Total Eclipse,Muv-Luv Alternative: Total Eclipse,Summer 2012,Go to the top,Kumi Koda,28,"89,736",,,,,Action; Mecha; Sci-Fi,Real Robot; Military
Nanatsu no Taizai Kamigami no Gekirin - delete by SID,hard,hard,Nanatsu no Taizai: Kamigami no Gekirin,The Seven Deadly Sins: Imperial Wrath of the Gods,Fall 2019,delete,SID,28,"88,416",,,,,Action; Adventure; Comedy; Ecchi; Fantasy; Supernatural,Shounen; Demons; War; Magic; Memory Manipulation; Fairy; Ensemble Cast; Super Power
Nanatsu no Taizai Mokushiroku no Yon-kishi - MMH by UVERworld,hard,hard,Nanatsu no Taizai: Mokushiroku no Yon-kishi,The Seven Deadly Sins: Four Knights of the Apocalypse,Fall 2024,MMH,UVERworld,28,"89,104",,,,,Action; Adventure; Fantasy,Magic; Male Protagonist; Shounen; Animals; Demons; Angels; Fairy; Chibi; Travel
Nanatsu no Taizai Mokushiroku no Yon-kishi - UP TO ME! by Little Glee Monster,hard,hard,Nanatsu no Taizai: Mokushiroku no Yon-kishi,The Seven Deadly Sins: Four Knights of the Apocalypse,Fall 2023,UP TO ME!,Little Glee Monster,28,"89,76",,,,,Action; Adventure; Fantasy,Magic; Male Protagonist; Shounen; Animals; Demons; Angels; Fairy; Chibi; Travel
"Natsu e no Tunnel, Sayonara no Deguchi - Katappo - Acoustic Version by eill",hard,hard,"Natsu e no Tunnel, Sayonara no Deguchi","The Tunnel to Summer, the Exit of Goodbye",Summer 2022,Katappo - Acoustic Version,eill,28,"78,408",,,,,Drama; Romance; Supernatural,Time Manipulation; Rural; Coming of Age; Heterosexual; Time Skip; Male Protagonist
Naze Boku no Sekai o Dare mo Oboeteinai no ka - Sekai Rinne by Unlucky Morpheus,hard,hard,Naze Boku no Sekai o Dare mo Oboeteinai no ka?,Why Does Nobody Remember Me in This World?,Summer 2024,Sekai Rinne,Unlucky Morpheus,28,"89,137",,,,,Action; Adventure; Fantasy; Sci-Fi,Alternate Universe; Demons
Niehime to Kemono no Ou - Tsuitachi no Nie by BIN,hard,hard,Niehime to Kemono no Ou,Sacrificial Princess and The King of Beasts,Spring 2023,Tsuitachi no Nie,BIN,28,"87,12",,,,,Drama; Fantasy; Romance,Female Protagonist; Politics; Shoujo; Monster Boy; Anthropomorphism; Animals; Magic; War; Rehabilitation; Coming of Age; Bullying; Demons
Nozo × Kimi - Tentekomai by MimimemeMIMI,hard,hard,Nozo × Kimi,Nozo × Kimi,Summer 2014,Tentekomai,MimimemeMIMI,28,"39,184",,,,,Comedy; Ecchi; Romance,School; Shounen; Heterosexual
Osomatsu-san - Maboroshi Wink by AOP,hard,hard,Osomatsu-san,Mr. Osomatsu,Fall 2017,Maboroshi Wink,AOP,28,"88,968",,,,,Comedy; Slice of Life,Surreal Comedy; Episodic; Family Life; Twins; Cute Boys Doing Cute Things; Slapstick; Hikikomori
Oushitsu Kyoushi Heine - Shoppai Namida by Shougo Sakamoto,hard,hard,Oushitsu Kyoushi Heine,The Royal Tutor,Spring 2017,Shoppai Namida,Shougo Sakamoto,28,"88,92",,,,,Comedy; Slice of Life,Teacher; Male Protagonist; Primarily Male Cast
Ragna Crimson - ROAR by ulma sound junction,hard,hard,Ragna Crimson,Ragna Crimson,Fall 2023,ROAR,ulma sound junction,28,"89,088",,,,,Action; Adventure; Fantasy; Mystery,War; Dragons; Revenge; Shounen; Time Manipulation; Magic; Male Protagonist; Swordplay
Sasaki to Miyano - Mabataki by Miracle Chimpanzee,hard,hard,Sasaki to Miyano,Sasaki and Miyano,Winter 2022,Mabataki,Miracle Chimpanzee,28,"88,704",,,,,Comedy; Romance; Slice of Life,Boys' Love; LGBTQ+ Themes; Male Protagonist; Primarily Teen Cast; School; Cute Boys Doing Cute Things; Otaku Culture; Meta; Primarily Male Cast; Shoujo
Sekirei - Sekirei by Saori HayamiMarina InoueKana HanazawaAya Endou,hard,hard,Sekirei,Sekirei,Summer 2008,Sekirei,Saori Hayami/Marina Inoue/Kana Hanazawa/Aya Endou,28,"89,256",,,,,Action; Comedy; Ecchi,Female Harem; Nudity
Shin Shinka no Mi Shiranai Uchi ni Kachigumi Jinsei - Evolution by nano,hard,hard,Shin Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,"The Fruit of Evolution 2: Before I Knew It, My Life Had It Made",Winter 2023,Evolution,nano,28,"87,672",,,,,Action; Comedy; Fantasy; Romance,Isekai; School; Female Harem; Slapstick; Parody; Monster Girl; Male Protagonist; Heterosexual; Conspiracy; Teacher
Shingeki no Bahamut Virgin Soul - Walk This Way by THE BEAT GARDEN,hard,hard,Shingeki no Bahamut: Virgin Soul,Rage of Bahamut: Virgin Soul,Spring 2017,Walk This Way,THE BEAT GARDEN,28,"89,376",,,,,Action; Fantasy; Romance; Supernatural,Demons; Magic; Gods; Dragons; Slavery; Anti-Hero; War; Medieval
Shinka no Mi Shiranai Uchi ni Kachigumi Jinsei - EVOLUTiON by Yoshino Nanjo,hard,hard,Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,"The Fruit of Evolution: Before I Knew It, My Life Had It Made",Fall 2021,EVOLUTiON:,Yoshino Nanjo,28,"89,208",,,,,Adventure; Comedy; Fantasy; Romance,Male Protagonist; Isekai; Parody; Conspiracy
Shirobako - I'm Sorry EXODUS by Tracy,hard,hard,Shirobako,Shirobako,Fall 2014,I'm Sorry EXODUS,Tracy,28,"87,693",,,,,Comedy; Drama; Slice of Life,Work; Drawing; Primarily Adult Cast; Female Protagonist; Ensemble Cast; Meta; Otaku Culture; Educational
Sora no Method - Stargazer by Larval Stage Planning,hard,hard,Sora no Method,Celestial Method,Fall 2014,Stargazer,Larval Stage Planning,28,"97,584",,,,,Drama; Fantasy; Slice of Life,Tragedy; Ensemble Cast; Female Protagonist
"Tadaima, Okaeri - Futatsu no Kotoba by MADKID",hard,hard,"Tadaima, Okaeri","Tadaima, Okaeri",Spring 2024,Futatsu no Kotoba,MADKID,28,"89,645",,,,,Drama; Romance; Slice of Life,Boys' Love; Omegaverse; Family Life; Iyashikei; Male Protagonist; Primarily Male Cast
Tari Tari - Dreamer by AiRI,hard,hard,Tari Tari,Tari Tari,Summer 2012,Dreamer,AiRI,28,"89,04",,,,,Music; Slice of Life,Ensemble Cast; Coastal; Coming of Age
Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu You na Monogatari - Tatoeba Sore wa Yuuki no Mahou by Haruka Yamazaki,hard,hard,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu You na Monogatari,Suppose a Kid From the Last Dungeon Boonies Moved to a Starter Town,Winter 2021,Tatoeba Sore wa Yuuki no Mahou,Haruka Yamazaki,28,"89,376",,,,,Adventure; Comedy; Fantasy,Slapstick; Ensemble Cast; Male Protagonist; Parody; Magic
Technoroid Overmind - LOVE NO HATE by KNoCC,hard,hard,Technoroid Overmind,Technoroid Overmind,Winter 2023,LOVE NO HATE,KNoCC,28,"89,208",,,,,Music; Sci-Fi,Primarily Male Cast; Robots; Artificial Intelligence; Found Family
To LOVE-Ru - Yattekoi! Daisuki♥ by Haruka Tomatsu  Sayuri Yahagi,hard,hard,To LOVE-Ru,To LOVE-Ru,Spring 2009,Yattekoi! Daisuki♥,Haruka Tomatsu & Sayuri Yahagi,28,"90,048",,,,,Comedy; Ecchi; Romance; Sci-Fi,Female Harem; Slapstick; Surreal Comedy; Aliens; School; Nudity; Primarily Female Cast; Parody; Heterosexual; Psychosexual
Toaru Ossan no VRMMO Katsudouki - Magic Writer by saji,hard,hard,Toaru Ossan no VRMMO Katsudouki,A Playthrough of a Certain Dude's VRMMO Life,Fall 2023,Magic Writer,saji,28,"87,336",,,,,Action; Adventure; Comedy; Fantasy,Video Games; Virtual World; Archery
Tokyo 24-ku - Papersky by Survive Said The Prophet,hard,hard,Tokyo 24-ku,Tokyo 24th Ward,Winter 2022,Papersky,Survive Said The Prophet,28,"89,496",,,,,Mystery; Sci-Fi,Urban; Super Power
Uchi no Kaisha no Chiisai Senpai no Hanashi - HONEY by Touya Kobayashi,hard,hard,Uchi no Kaisha no Chiisai Senpai no Hanashi,My Tiny Senpai,Summer 2023,HONEY,Touya Kobayashi,28,"88,176",,,,,Comedy; Romance; Slice of Life,Work; Heterosexual; Seinen; Primarily Adult Cast; Office Lady
Ueno-san wa Bukiyou - Hirameki Heartbeat by Miku Itou,hard,hard,Ueno-san wa Bukiyou,"How clumsy are you, Miss Ueno.",Winter 2019,Hirameki Heartbeat,Miku Itou,28,"59,455",,,,,Comedy; Ecchi; Romance; Slice of Life,School Club; Tsundere; Surreal Comedy; School; Female Protagonist; Heterosexual
"UQ Holder! Magister Negi Magi! 2 - Happy☆Material by Yuka Takakura, Yuuki Hirose, Ai Kayano, Yui Ogura, Sayaka Harada, Akari Kitou",hard,hard,UQ Holder! Magister Negi Magi! 2,UQ Holder! Magister Negi Magi! 2,Fall 2017,Happy☆Material,"Yuka Takakura, Yuuki Hirose, Ai Kayano, Yui Ogura, Sayaka Harada, Akari Kitou",28,"89,928",,,,,,
Uta no☆Prince-sama♪Maji Love 2000% - Canon by Mamoru Miyano,hard,hard,Uta no☆Prince-sama♪Maji Love 2000%,Uta no☆Prince-sama♪Maji Love 2000%,Spring 2013,Canon,Mamoru Miyano,28,102,,,,,Comedy; Music; Romance,Idol; Male Harem; Acting; Primarily Male Cast; Josei
Wave!! Surfing Yappe!! - Densetsu no Surf Rider by Naminori Boys,hard,hard,Wave!!: Surfing Yappe!!,Wave!!: Let's Go Surfing!!,Winter 2021,Densetsu no Surf Rider,Naminori Boys,28,"88,92",,,,,Slice of Life; Sports,Surfing
World Trigger - Time Factor by KAMI WA SAIKORO WO FURANAI,hard,hard,World Trigger,World Trigger,Fall 2021,Time Factor,KAMI WA SAIKORO WO FURANAI,28,"89,664",,,,,Action; Sci-Fi,Aliens; Ensemble Cast; Shounen; Urban Fantasy; Swordplay
Yozakura-san Chi no Daisakusen - Secret Operation by fripSide feat. Yoshino Nanjo,hard,hard,Yozakura-san Chi no Daisakusen,Mission: Yozakura Family,Spring 2024,Secret Operation,fripSide feat. Yoshino Nanjo,28,"87,596",,,,,Action; Comedy; Romance,Shounen; Espionage; Marriage; Family Life; Male Protagonist; Body Horror; Surreal Comedy; Super Power; Yandere
Zoku Natsume Yuujinchou - Ano Hi Time Machine by LONG SHOT PARTY,hard,hard,Zoku Natsume Yuujinchou,Natsume's Book of Friends Season 2,Winter 2009,Ano Hi Time Machine,LONG SHOT PARTY,28,"89,544",,,,,Drama; Fantasy; Slice of Life; Supernatural,Youkai; Iyashikei; Episodic; Adoption; Mythology; Male Protagonist
Alice Gear Aegis Expansion - Dash and Go! by Aina Suzuki,hard,hard,Alice Gear Aegis Expansion,Alice Gear Aegis Expansion,Spring 2023,Dash and Go!,Aina Suzuki,27,"88,416",,,,,Mecha; Sci-Fi,Cute Girls Doing Cute Things; Ensemble Cast; Urban; Tanned Skin; Episodic; Female Protagonist; Surreal Comedy
Argonavis from BanG Dream! - Hoshi ga Hajimaru by Argonavis,hard,hard,Argonavis from BanG Dream!,Argonavis from BanG Dream!,Spring 2020,Hoshi ga Hajimaru,Argonavis,27,"88,632",,,,,Drama; Music,Band; Primarily Male Cast; Male Protagonist; Primarily Adult Cast; Rock Music
Arslan Senki - Uzu to Uzu by NICO Touches the Walls,hard,hard,Arslan Senki,The Heroic Legend of Arslan,Spring 2015,Uzu to Uzu,NICO Touches the Walls,27,"89,544",,,,,Action; Adventure; Drama; Fantasy,War; Historical; Fugitive; Swordplay; Revenge
Asura Cryin' 2 - Alternative by angela,hard,hard,Asura Cryin' 2,Asura Cryin' 2,Fall 2009,Alternative,angela,27,"88,896",,,,,Action; Mecha; Supernatural,Magic
Ben-To - Treasure! by Emiri Katou,hard,hard,Ben-To,Ben-To,Fall 2011,Treasure!,Emiri Katou,27,"89,04",,,,,Action; Comedy; Ecchi,Battle Royale; Food; Male Protagonist; Twins; Primarily Teen Cast; Slapstick
Black Jack - Gekkouka by Janne Da Arc,hard,hard,Black Jack,Black Jack,Fall 2004,Gekkouka,Janne Da Arc,27,"84,432",,,,,Action; Adventure; Drama; Mystery; Supernatural,Medicine; Episodic; Work; War; Foreign
Boku no Tonari ni Ankoku Hakaishin ga Imasu. - Take mo' Chance by all at once,hard,hard,Boku no Tonari ni Ankoku Hakaishin ga Imasu.,A Destructive God Sits Next to Me,Winter 2020,Take mo' Chance,all at once,27,"87,864",,,,,Comedy; Slice of Life,Cute Boys Doing Cute Things; Chuunibyou; Primarily Male Cast; Chibi; Primarily Teen Cast; School
Boushoku no Berserk - Jekyll  Hyde by EverdreaM,hard,hard,Boushoku no Berserk,Berserk of Gluttony,Fall 2023,Jekyll & Hyde,EverdreaM,27,"89,16",,,,,Action; Adventure; Drama; Fantasy; Romance,Magic; Male Protagonist; Swordplay
Buddy Complex - UNISONIA by TRUE,hard,hard,Buddy Complex,Buddy Complex,Fall 2013,UNISONIA,TRUE,27,"89,544",,,,,Action; Drama; Mecha; Sci-Fi,Time Manipulation; War; Military; Real Robot
Chrno Crusade - Tsubasa wa Pleasure Line by Minami Kuribayashi,hard,hard,Chrno Crusade,Chrono Crusade,Fall 2003,Tsubasa wa Pleasure Line,Minami Kuribayashi,27,"89,544",,,,,Action; Romance; Supernatural,Demons; Historical; Nun; Tragedy; Female Protagonist; Foreign; Religion; Urban Fantasy; Steampunk; Male Protagonist
Chuunibyou demo Koi ga Shitai! Lite - Kimi e by ZAQ,hard,hard,Chuunibyou demo Koi ga Shitai! Lite,"Love, Chunibyo & Other Delusions! Lite",Summer 2012,Kimi e,ZAQ,27,"89,544",,,,,Comedy,Chuunibyou; School
Code Geass Hangyaku no Lelouch - DICE by FLOW,hard,hard,Code Geass: Hangyaku no Lelouch,Code Geass: Lelouch of the Rebellion,Fall 2006,DICE,FLOW,27,"85,992",,,,,Action; Drama; Mecha; Sci-Fi; Thriller,Anti-Hero; War; Class Struggle; Military; Politics; Super Power; Revenge; Male Protagonist; Terrorism; Tragedy; Real Robot; Female Protagonist; Dystopian
Cue! - Tomorrow's Diary by AiRBLUE,hard,hard,Cue!,Cue!,Winter 2022,Tomorrow's Diary,AiRBLUE,27,"89,16",,,,,Music,Acting; Primarily Female Cast; Work; Cute Girls Doing Cute Things; Female Protagonist; Ensemble Cast
Deep Insanity The Lost Child - Inochi no Tomoshibi by Konomi Suzuki,hard,hard,Deep Insanity: The Lost Child,Deep Insanity: The Lost Child,Fall 2021,Inochi no Tomoshibi,Konomi Suzuki,27,"87,576",,,,,Action; Adventure; Sci-Fi,Male Protagonist
Dog Days' - FEARLESS HERO by Nana Mizuki,hard,hard,Dog Days',Dog Days',Summer 2012,FEARLESS HERO,Nana Mizuki,27,"94,536",,,,,Action; Adventure; Fantasy,Magic; Kemonomimi; Male Protagonist; Battle Royale; Isekai
Edens Zero - FOREVER by L'Arc~en~Ciel,hard,hard,Edens Zero,Edens Zero,Spring 2021,FOREVER,L'Arc~en~Ciel,27,"89,28",,,,,Action; Adventure; Comedy; Fantasy; Sci-Fi,Space; Time Manipulation; Magic; Robots; Ensemble Cast; Shounen
"Eiyuu-Ou, Bu o Kiwameru Tame Tensei-Su Soshite, Sekai Saikyou no Minarai Kishi - DAY1 by AUO feat. MORISAKI WIN",hard,hard,"Eiyuu-Ou, Bu o Kiwameru Tame Tensei-Su: Soshite, Sekai Saikyou no Minarai Kishi",Reborn to Master the Blade: From Hero-King to Extraordinary Squire,Winter 2023,DAY1,AUO feat. MORISAKI WIN,27,"89,088",,,,,,
Eyeshield 21 - BLAZE LINE by BACK-ON,hard,hard,Eyeshield 21,Eyeshield 21,Spring 2005,BLAZE LINE,BACK-ON,27,"84,672",,,,,Action; Comedy; Sports,American Football; Shounen; Male Protagonist; School; Primarily Male Cast; School Club
Eyeshield 21 - BREAKTHROUGH by Coming Century,hard,hard,Eyeshield 21,Eyeshield 21,Spring 2005,BREAKTHROUGH,Coming Century,27,"80,064",,,,,Action; Comedy; Sports,American Football; Shounen; Male Protagonist; School; Primarily Male Cast; School Club
Eyeshield 21 - Honoo no Running Back by SHORT LEG SUMMER,hard,hard,Eyeshield 21,Eyeshield 21,Spring 2005,Honoo no Running Back,SHORT LEG SUMMER,27,"85,029",,,,,Action; Comedy; Sports,American Football; Shounen; Male Protagonist; School; Primarily Male Cast; School Club
Free! Dive to the Future - Heading to Over by OLDCODEX,hard,hard,Free! Dive to the Future,Free! Dive to the Future,Summer 2018,Heading to Over,OLDCODEX,27,"89,544",,,,,Comedy; Drama; Slice of Life; Sports,Swimming; Male Protagonist; Primarily Adult Cast; Primarily Male Cast; School Club
Freezing Vibration - AVENGE WORLD by Konomi Suzuki,hard,hard,Freezing Vibration,Freezing Vibration,Fall 2013,AVENGE WORLD,Konomi Suzuki,27,"88,44",,,,,Action; Comedy; Drama; Ecchi; Romance; Sci-Fi,Male Protagonist
Gakuen Babysitters - Endless happy world by Daisuke Ono,hard,hard,Gakuen Babysitters,School Babysitters,Winter 2018,Endless happy world,Daisuke Ono,27,"87,408",,,,,Comedy; Slice of Life,School Club; Primarily Child Cast; Iyashikei; Chibi; School; Cute Boys Doing Cute Things; Family Life
Gekijouban Hibike! Euphonium Todoketai Melody - Provence no Kaze by Freshman Wind Ensemble,hard,hard,Gekijouban Hibike! Euphonium: Todoketai Melody,Sound! Euphonium: The Movie - May the Melody Reach You,Summer 2017,Provence no Kaze,Freshman Wind Ensemble,27,"210,016",,,,,,
"Gekijouban Jujutsu Kaisen 0 - Greatest Strength by Toft Willingham, Chez, Jessica Gelinas",hard,hard,Gekijouban Jujutsu Kaisen 0,Gekijouban Jujutsu Kaisen 0,Fall 2021,Greatest Strength,"Toft Willingham, Chez, Jessica Gelinas",27,186,,,,,,
Gekkan Mousou Kagaku - Overscientific! by Gekkan Mousou Kagaku Henshuu-bu,hard,hard,Gekkan Mousou Kagaku,Delusional Monthly Magazine,Winter 2024,Overscientific!,Gekkan Mousou Kagaku Henshuu-bu,27,"88,824",,,,,Slice of Life; Supernatural,Shapeshifting; Lost Civilization
Grancrest Senki - Rin by ASCA,hard,hard,Grancrest Senki,Record of Grancrest War,Winter 2018,Rin,ASCA,27,"88,536",,,,,Action; Fantasy; Romance,War; Heterosexual; Politics; Tragedy
Hachigatsu no Cinderella Nine - Étude by Mewhan,hard,hard,Hachigatsu no Cinderella Nine,Cinderella Nine,Spring 2019,Étude,Mewhan,27,"87,504",,,,,Slice of Life; Sports,Baseball; School Club
Hakozume Kouban Joshi no Gyakushuu - Shiranakya by Riko Azuna,hard,hard,Hakozume: Kouban Joshi no Gyakushuu,Police in a Pod,Winter 2022,Shiranakya,Riko Azuna,27,"89,544",,,,,Comedy; Drama; Slice of Life,Police; Primarily Adult Cast; Work; Female Protagonist
Hametsu no Oukoku - Kieru made by Hana Hope,hard,hard,Hametsu no Oukoku,The Kingdoms of Ruin,Fall 2023,Kieru made,Hana Hope,27,"89,592",,,,,Action; Drama; Fantasy,Revenge; Magic; Tragedy; Witch; Gore; Anti-Hero; Terrorism
Hanma Baki Son of Ogre - The Beast by Wagakki Band,hard,hard,Hanma Baki: Son of Ogre,Hanma Baki: Son of Ogre,Summer 2023,The Beast,Wagakki Band,27,"86,568",,,,,Action; Sports,Martial Arts; Primarily Male Cast
Hayate no Gotoku!! - Wonder Wind by ELISA,hard,hard,Hayate no Gotoku!!,Hayate the Combat Butler!!,Spring 2009,Wonder Wind,ELISA,27,"87,624",,,,,Action; Comedy; Romance,Otaku Culture; Parody; Nun; Butler; Kuudere; Shounen
Higashi no Eden - Michael ka Belial by Saori Hayami,hard,hard,Higashi no Eden,Eden of the East,Spring 2009,Michael ka Belial,Saori Hayami,27,"78,816",,,,,Drama; Mystery; Psychological; Romance; Sci-Fi; Thriller,Amnesia; Primarily Adult Cast; Urban; Terrorism
Houkago Saikoro Club - Present Moment by Miyu Tomita,hard,hard,Houkago Saikoro Club,After School Dice Club,Fall 2019,Present Moment,Miyu Tomita,27,"89,04",,,,,Comedy; Slice of Life,Female Protagonist; Board Game; Cute Girls Doing Cute Things; Primarily Female Cast; Educational
Housekishou Richard-shi no Nazo Kantei - Houseki no Umareru Toki by Nagi Yanagi,hard,hard,Housekishou Richard-shi no Nazo Kantei,The Case Files of Jeweler Richard,Winter 2020,Houseki no Umareru Toki,Nagi Yanagi,27,"88,92",,,,,Drama; Mystery; Slice of Life,Work; Josei; Male Protagonist; Primarily Adult Cast
Isekai Yakkyoku - Musouteki Chronicle by Kaori Ishihara,hard,hard,Isekai Yakkyoku,Parallel World Pharmacy,Summer 2022,Musou-teki Chronicle,Kaori Ishihara,27,"88,632",,,,,Fantasy,Isekai; Medicine; Reincarnation; Educational; Male Protagonist; Pandemic; Iyashikei
Isekai Yururi Kikou Kosodate Shinagara Boukensha Shimasu - Yururing Travel days by Tebasaki Sensation,hard,hard,Isekai Yururi Kikou: Kosodate Shinagara Boukensha Shimasu,A Journey Through Another World: Raising Kids While Adventuring,Summer 2024,Yururing Travel days,Tebasaki Sensation,27,"87,974",,,,,Adventure; Fantasy; Slice of Life,Found Family; Parenthood; Isekai; Twins; Magic; Adoption
